Date,Time,"Rain (S-RGB 21114835:21038371-1),mm,Greenwich PEINP","Solar Radiation (S-LIB 21114835:21105866-1),W/m²,Greenwich PEINP","Battery (RX3000 BATTERY 21114835:21114835-B),V,Greenwich PEINP","Wind Direction (S-WCF 21114835:21135207-3),°,Greenwich PEINP","Temperature (S-THC 21114835:21648577-1),°C,Greenwich PEINP","RH (S-THC 21114835:21648577-2),%,Greenwich PEINP","Dew Point (S-THC 21114835:21648577-3),°C,Greenwich PEINP","Accumulated Rain (C-ACC-RAIN 21114835:21038371-2),mm,Greenwich PEINP,Greenwich","Average wind speed (S-WCF 21114835:21135207-1),Km/h,Greenwich PEINP","Wind gust speed (S-WCF 21114835:21135207-2),Km/h,Greenwich PEINP"
05/26/2024,12:40:00 -0300,0,812,4.305,45,,,,,12,19
05/26/2024,12:45:00 -0300,0,642,4.298,39,,,,,12,20
05/26/2024,12:50:00 -0300,0,898,4.307,48,,,,,14,25
05/26/2024,12:55:00 -0300,0,622,4.308,63,,,,,16,24
05/26/2024,13:00:00 -0300,0,729,4.302,62,,,,,13,23
05/26/2024,13:05:00 -0300,0,514,4.32,59,,,,,13,22
05/26/2024,13:10:00 -0300,0,552,4.313,49,,,,,14,24
05/26/2024,13:15:00 -0300,0,427,4.292,48,,,,,14,25
05/26/2024,13:20:00 -0300,0,"1,258",4.299,48,,,,,13,23
05/26/2024,13:25:00 -0300,0,663,4.307,56,,,,,14,22
05/26/2024,13:30:00 -0300,0,596,4.289,62,,,,,16,23
05/26/2024,13:35:00 -0300,0,546,4.307,46,,,,,14,22
05/26/2024,13:40:00 -0300,0,496,4.31,58,,,,,14,24
05/26/2024,13:45:00 -0300,0,412,4.301,49,,,,,12,22
05/26/2024,13:50:00 -0300,0,429,4.307,46,,,,,13,22
05/26/2024,13:55:00 -0300,0,461,4.31,46,,,,,16,25
05/26/2024,14:00:00 -0300,0,549,4.304,53,,,,,13,22
05/26/2024,14:05:00 -0300,0,566,4.305,53,,,,,13,22
05/26/2024,14:10:00 -0300,0,569,4.301,63,,,,,14,26
05/26/2024,14:15:00 -0300,0,472,4.296,58,,,,,14,24
05/26/2024,14:20:00 -0300,0,486,4.308,58,,,,,13,23
05/26/2024,14:25:00 -0300,0,442,4.311,59,,,,,12,19
05/26/2024,14:30:00 -0300,0,396,4.292,52,,,,,13,22
05/26/2024,14:35:00 -0300,0,403,4.299,51,,,,,13,22
05/26/2024,14:40:00 -0300,0,429,4.305,60,,,,,17,28
05/26/2024,14:45:00 -0300,0,442,4.299,46,,,,,13,19
05/26/2024,14:50:00 -0300,0,383,4.307,51,,,,,14,25
05/26/2024,14:55:00 -0300,0,337,4.308,53,,,,,13,22
05/26/2024,15:00:00 -0300,0,317,4.302,49,,,,,13,23
05/26/2024,15:05:00 -0300,0,276,4.307,52,,,,,14,20
05/26/2024,15:10:00 -0300,0,283,4.307,53,,,,,14,23
05/26/2024,15:15:00 -0300,0,264,4.298,66,,,,,17,23
05/26/2024,15:20:00 -0300,0,321,4.311,58,,,,,11,19
05/26/2024,15:25:00 -0300,0,277,4.311,59,,,,,13,19
05/26/2024,15:30:00 -0300,0,241,4.301,58,,,,,13,24
05/26/2024,15:35:00 -0300,0,276,4.319,53,,,,,11,22
05/26/2024,15:40:00 -0300,0,318,4.299,59,,,,,11,22
05/26/2024,15:45:00 -0300,0,291,4.292,55,,,,,12,18
05/26/2024,15:50:00 -0300,0,244,4.299,58,,,,,11,18
05/26/2024,15:55:00 -0300,0,234,4.296,60,,,,,14,22
05/26/2024,16:00:00 -0300,0,221,4.299,60,,,,,12,20
05/26/2024,16:05:00 -0300,0,184,4.308,60,,,,,12,18
05/26/2024,16:10:00 -0300,0,178,4.308,51,,,,,12,17
05/26/2024,16:15:00 -0300,0,226,4.305,62,,,,,11,17
05/26/2024,16:20:00 -0300,0,252,4.319,60,,,,,12,19
05/26/2024,16:25:00 -0300,0,244,4.313,69,,,,,11,18
05/26/2024,16:30:00 -0300,0,231,4.304,67,,,,,12,17
05/26/2024,16:35:00 -0300,0,196,4.305,66,,,,,13,22
05/26/2024,16:40:00 -0300,0,161,4.307,65,,,,,12,22
05/26/2024,16:45:00 -0300,0,159,4.302,63,,,,,13,20
05/26/2024,16:50:00 -0300,0,152,4.31,58,,,,,11,17
05/26/2024,16:55:00 -0300,0,156,4.311,66,,,,,12,18
05/26/2024,17:00:00 -0300,0,161,4.301,66,,,,,12,18
05/26/2024,17:05:00 -0300,0,158,4.299,65,,,,,12,20
05/26/2024,17:10:00 -0300,0,128,4.308,63,,,,,11,18
05/26/2024,17:15:00 -0300,0,147,4.304,65,,,,,11,16
05/26/2024,17:20:00 -0300,0,156,4.305,58,,,,,12,19
05/26/2024,17:25:00 -0300,0,138,4.31,69,,,,,12,18
05/26/2024,17:30:00 -0300,0,103,4.301,65,,,,,12,19
05/26/2024,17:35:00 -0300,0,74,4.299,56,,,,,12,18
05/26/2024,17:40:00 -0300,0,62,4.296,70,,,,,12,19
05/26/2024,17:45:00 -0300,0,66,4.29,63,,,,,13,22
05/26/2024,17:50:00 -0300,0,74,4.298,67,,,,,11,17
05/26/2024,17:55:00 -0300,0,79,4.314,65,,,,,10,17
05/26/2024,18:00:00 -0300,0,78,4.29,81,,,,,8,14
05/26/2024,18:05:00 -0300,0,72,4.296,77,,,,,10,18
05/26/2024,18:10:00 -0300,0,56,4.307,84,,,,,10,16
05/26/2024,18:15:00 -0300,0,44,4.293,70,,,,,8,16
05/26/2024,18:20:00 -0300,0,51,4.301,73,,,,,10,17
05/26/2024,18:25:00 -0300,0,57,4.295,80,,,,,8,16
05/26/2024,18:30:00 -0300,0,67,4.286,63,,,,,10,17
05/26/2024,18:35:00 -0300,0,84,4.296,72,,,,,10,19
05/26/2024,18:40:00 -0300,0,91,4.301,65,,,,,10,14
05/26/2024,18:45:00 -0300,0,108,4.311,67,,,,,8,16
05/26/2024,18:50:00 -0300,0,111,4.313,66,,,,,8,16
05/26/2024,18:55:00 -0300,0,94,4.305,66,,,,,11,14
05/26/2024,19:00:00 -0300,0,87,4.302,69,,,,,10,18
05/26/2024,19:05:00 -0300,0,88,4.302,79,,,,,8,16
05/26/2024,19:10:00 -0300,0,84,4.301,67,,,,,10,14
05/26/2024,19:15:00 -0300,0,106,4.289,66,,,,,8,13
05/26/2024,19:20:00 -0300,0,213,4.295,65,,,,,10,18
05/26/2024,19:25:00 -0300,0,238,4.31,69,,,,,10,17
05/26/2024,19:30:00 -0300,0,228,4.301,65,,,,,12,18
05/26/2024,19:35:00 -0300,0,202,4.301,63,,,,,13,19
05/26/2024,19:40:00 -0300,0,159,4.307,69,,,,,11,17
05/26/2024,19:45:00 -0300,0,143,4.302,72,,,,,11,16
05/26/2024,19:50:00 -0300,0,124,4.299,62,,,,,10,14
05/26/2024,19:55:00 -0300,0,106,4.295,70,,,,,11,18
05/26/2024,20:00:00 -0300,0,74,4.287,63,,,,,11,17
05/26/2024,20:05:00 -0300,0,73,4.295,62,,,,,10,16
05/26/2024,20:10:00 -0300,0,37,4.298,66,,,,,8,13
05/26/2024,20:15:00 -0300,0,29,4.281,70,,,,,7,14
05/26/2024,20:20:00 -0300,0,19,4.299,65,,,,,7,13
05/26/2024,20:25:00 -0300,0,16,4.298,69,,,,,7,14
05/26/2024,20:30:00 -0300,0,12,4.287,72,,,,,6,11
05/26/2024,20:35:00 -0300,0,8,4.283,56,,,,,6,10
05/26/2024,20:40:00 -0300,0,6,4.278,67,,,,,6,11
05/26/2024,20:45:00 -0300,0,3,4.268,63,,,,,5,8
05/26/2024,20:50:00 -0300,0,3,4.256,79,,,,,5,10
05/26/2024,20:55:00 -0300,0,2,4.253,91,,,,,2,8
05/26/2024,21:00:00 -0300,0,1,4.242,87,,,,,4,7
05/26/2024,21:05:00 -0300,0,1,4.242,86,,,,,4,7
05/26/2024,21:10:00 -0300,0,1,4.242,74,,,,,5,8
05/26/2024,21:15:00 -0300,0,1,4.233,79,,,,,4,7
05/26/2024,21:20:00 -0300,0,1,4.233,84,,,,,4,7
05/26/2024,21:25:00 -0300,0,1,4.235,66,,,,,5,7
05/26/2024,21:30:00 -0300,0,1,4.227,60,,,,,4,6
05/26/2024,21:35:00 -0300,0,1,4.229,73,,,,,4,5
05/26/2024,21:40:00 -0300,0,1,4.229,73,,,,,2,6
05/26/2024,21:45:00 -0300,0,1,4.226,77,,,,,2,4
05/26/2024,21:50:00 -0300,0,1,4.224,77,,,,,2,4
05/26/2024,21:55:00 -0300,0,1,4.224,77,,,,,1,2
05/26/2024,22:00:00 -0300,0,1,4.215,77,,,,,0,1
05/26/2024,22:05:00 -0300,0,1,4.218,77,,,,,1,2
05/26/2024,22:10:00 -0300,0,1,4.22,77,,,,,1,2
05/26/2024,22:15:00 -0300,0,1,4.214,77,,,,,2,4
05/26/2024,22:20:00 -0300,0,1,4.217,77,,,,,1,2
05/26/2024,22:25:00 -0300,0,1,4.217,77,,,,,1,2
05/26/2024,22:30:00 -0300,0,1,4.214,77,,,,,1,2
05/26/2024,22:35:00 -0300,0,1,4.212,76,,,,,1,4
05/26/2024,22:40:00 -0300,0,1,4.214,74,,,,,1,4
05/26/2024,22:45:00 -0300,0,1,4.205,74,,,,,1,5
05/26/2024,22:50:00 -0300,0,1,4.211,72,,,,,2,6
05/26/2024,22:55:00 -0300,0,1,4.211,76,,,,,4,7
05/26/2024,23:00:00 -0300,0,1,4.202,77,,,,,2,5
05/26/2024,23:05:00 -0300,0,1,4.206,74,,,,,2,6
05/26/2024,23:10:00 -0300,0,1,4.208,73,,,,,2,5
05/26/2024,23:15:00 -0300,0,1,4.2,73,,,,,1,2
05/26/2024,23:20:00 -0300,0,1,4.203,58,,,,,2,5
05/26/2024,23:25:00 -0300,0,1,4.205,55,,,,,1,4
05/26/2024,23:30:00 -0300,0,1,4.197,77,,,,,1,4
05/26/2024,23:35:00 -0300,0,1,4.2,91,,,,,1,4
05/26/2024,23:40:00 -0300,0,1,4.202,88,,,,,2,6
05/26/2024,23:45:00 -0300,0,1,4.197,86,,,,,2,6
05/26/2024,23:50:00 -0300,0,1,4.197,73,,,,,4,6
05/26/2024,23:55:00 -0300,0,1,4.197,87,,,,,4,7
05/27/2024,00:00:00 -0300,0,1,4.19,91,,,,,4,8
05/27/2024,00:05:00 -0300,0,1,4.193,77,,,,,5,10
05/27/2024,00:10:00 -0300,0,1,4.196,72,,,,,5,8
05/27/2024,00:15:00 -0300,0,1,4.19,72,,,,,5,7
05/27/2024,00:20:00 -0300,0,1,4.191,63,,,,,4,6
05/27/2024,00:25:00 -0300,0,1,4.194,48,,,,,4,5
05/27/2024,00:30:00 -0300,0,1,4.188,45,,,,,1,2
05/27/2024,00:35:00 -0300,0,1,4.19,46,,,,,1,4
05/27/2024,00:40:00 -0300,0,1,4.191,45,,,,,2,4
05/27/2024,00:45:00 -0300,0,1,4.188,49,,,,,2,4
05/27/2024,00:50:00 -0300,0,1,4.187,70,,,,,2,4
05/27/2024,00:55:00 -0300,0,1,4.188,74,,,,,2,4
05/27/2024,01:00:00 -0300,0,1,4.182,74,,,,,2,5
05/27/2024,01:05:00 -0300,0,1,4.185,76,,,,,2,5
05/27/2024,01:10:00 -0300,0,1,4.187,76,,,,,2,5
05/27/2024,01:15:00 -0300,0,1,4.181,69,,,,,2,5
05/27/2024,01:20:00 -0300,0,1,4.184,62,,,,,2,5
05/27/2024,01:25:00 -0300,0,1,4.185,76,,,,,1,4
05/27/2024,01:30:00 -0300,0,1,4.179,80,,,,,2,6
05/27/2024,01:35:00 -0300,0,1,4.182,63,,,,,2,5
05/27/2024,01:40:00 -0300,0,1,4.184,80,,,,,2,6
05/27/2024,01:45:00 -0300,0,1,4.181,107,,,,,2,5
05/27/2024,01:50:00 -0300,0,1,4.181,84,,,,,2,5
05/27/2024,01:55:00 -0300,0,1,4.182,74,,,,,2,5
05/27/2024,02:00:00 -0300,0,1,4.176,81,,,,,2,6
05/27/2024,02:05:00 -0300,0,1,4.179,111,,,,,2,5
05/27/2024,02:10:00 -0300,0,1,4.182,77,,,,,2,5
05/27/2024,02:15:00 -0300,0,1,4.176,72,,,,,2,5
05/27/2024,02:20:00 -0300,0,1,4.179,84,,,,,2,5
05/27/2024,02:25:00 -0300,0,1,4.182,84,,,,,1,4
05/27/2024,02:30:00 -0300,0,1,4.178,87,,,,,2,5
05/27/2024,02:35:00 -0300,0,1,4.179,97,,,,,1,4
05/27/2024,02:40:00 -0300,0,1,4.181,97,,,,,2,5
05/27/2024,02:45:00 -0300,0,1,4.173,95,,,,,2,5
05/27/2024,02:50:00 -0300,0,1,4.178,86,,,,,2,5
05/27/2024,02:55:00 -0300,0,1,4.181,87,,,,,2,4
05/27/2024,03:00:00 -0300,0,1,4.175,81,,,,,2,5
05/27/2024,03:05:00 -0300,0,1,4.176,88,,,,,2,5
05/27/2024,03:10:00 -0300,0,1,4.181,77,,,,,4,6
05/27/2024,03:15:00 -0300,0,1,4.178,93,,,,,4,6
05/27/2024,03:20:00 -0300,0,1,4.178,115,,,,,1,5
05/27/2024,03:25:00 -0300,0,1,4.179,105,,,,,2,5
05/27/2024,03:30:00 -0300,0,1,4.172,84,,,,,1,4
05/27/2024,03:35:00 -0300,0,1,4.176,104,,,,,2,5
05/27/2024,03:40:00 -0300,0,1,4.179,90,,,,,2,4
05/27/2024,03:45:00 -0300,0,1,4.175,97,,,,,1,5
05/27/2024,03:50:00 -0300,0,1,4.178,115,,,,,1,5
05/27/2024,03:55:00 -0300,0,1,4.179,104,,,,,2,5
05/27/2024,04:00:00 -0300,0,1,4.176,97,,,,,2,4
05/27/2024,04:05:00 -0300,0,1,4.176,97,,,,,1,4
05/27/2024,04:10:00 -0300,0,1,4.178,98,,,,,2,5
05/27/2024,04:15:00 -0300,0,1,4.172,73,,,,,4,7
05/27/2024,04:20:00 -0300,0,1,4.175,74,,,,,4,6
05/27/2024,04:25:00 -0300,0,1,4.178,72,,,,,4,5
05/27/2024,04:30:00 -0300,0,1,4.172,87,,,,,1,2
05/27/2024,04:35:00 -0300,0,1,4.176,86,,,,,2,6
05/27/2024,04:40:00 -0300,0,1,4.178,88,,,,,2,4
05/27/2024,04:45:00 -0300,0,1,4.172,87,,,,,2,5
05/27/2024,04:50:00 -0300,0,1,4.176,70,,,,,4,6
05/27/2024,04:55:00 -0300,0,1,4.176,69,,,,,5,8
05/27/2024,05:00:00 -0300,0,1,4.175,69,,,,,5,8
05/27/2024,05:05:00 -0300,0,1,4.175,79,,,,,4,7
05/27/2024,05:10:00 -0300,0,1,4.176,81,,,,,4,6
05/27/2024,05:15:00 -0300,0,2,4.17,83,,,,,2,5
05/27/2024,05:20:00 -0300,0,3,4.176,95,,,,,2,5
05/27/2024,05:25:00 -0300,0,4,4.181,97,,,,,2,5
05/27/2024,05:30:00 -0300,0,6,4.176,94,,,,,2,4
05/27/2024,05:35:00 -0300,0,8,4.182,101,,,,,2,5
05/27/2024,05:40:00 -0300,0,12,4.19,88,,,,,2,5
05/27/2024,05:45:00 -0300,0,16,4.19,80,,,,,1,4
05/27/2024,05:50:00 -0300,0,39,4.196,101,,,,,0,4
05/27/2024,05:55:00 -0300,0,57,4.211,117,,,,,0,2
05/27/2024,06:00:00 -0300,0,68,4.209,102,,,,,1,5
05/27/2024,06:05:00 -0300,0,83,4.224,83,,,,,0,2
05/27/2024,06:10:00 -0300,0,81,4.248,83,,,,,1,4
05/27/2024,06:15:00 -0300,0,116,4.251,83,,,,,2,5
05/27/2024,06:20:00 -0300,0,126,4.272,86,,,,,2,5
05/27/2024,06:25:00 -0300,0,144,4.299,91,,,,,1,4
05/27/2024,06:30:00 -0300,0,166,4.289,102,,,,,2,5
05/27/2024,06:35:00 -0300,0,163,4.302,81,,,,,2,6
05/27/2024,06:40:00 -0300,0,176,4.295,87,,,,,2,7
05/27/2024,06:45:00 -0300,0,188,4.295,84,,,,,2,7
05/27/2024,06:50:00 -0300,0,187,4.311,70,,,,,2,6
05/27/2024,06:55:00 -0300,0,247,4.299,80,,,,,5,8
05/27/2024,07:00:00 -0300,0,209,4.307,81,,,,,4,7
05/27/2024,07:05:00 -0300,0,184,4.322,114,,,,,1,6
05/27/2024,07:10:00 -0300,0,243,4.301,119,,,,,4,8
05/27/2024,07:15:00 -0300,0,146,4.29,101,,,,,5,8
05/27/2024,07:20:00 -0300,0,161,4.319,91,,,,,5,7
05/27/2024,07:25:00 -0300,0,333,4.292,93,,,,,5,10
05/27/2024,07:30:00 -0300,0,346,4.296,88,,,,,6,11
05/27/2024,07:35:00 -0300,0,368,4.301,100,,,,,5,10
05/27/2024,07:40:00 -0300,0,274,4.319,112,,,,,4,10
05/27/2024,07:45:00 -0300,0,188,4.304,87,,,,,6,10
05/27/2024,07:50:00 -0300,0,456,4.307,86,,,,,5,11
05/27/2024,07:55:00 -0300,0,194,4.301,100,,,,,5,10
05/27/2024,08:00:00 -0300,0,194,4.307,110,,,,,5,8
05/27/2024,08:05:00 -0300,0,257,4.305,97,,,,,4,10
05/27/2024,08:10:00 -0300,0,223,4.305,84,,,,,5,10
05/27/2024,08:15:00 -0300,0,232,4.287,87,,,,,6,11
05/27/2024,08:20:00 -0300,0,308,4.304,108,,,,,5,10
05/27/2024,08:25:00 -0300,0,244,4.304,126,,,,,4,8
05/27/2024,08:30:00 -0300,0,258,4.307,147,,,,,4,7
05/27/2024,08:35:00 -0300,0,359,4.301,146,,,,,4,7
05/27/2024,08:40:00 -0300,0,679,4.304,177,,,,,6,11
05/27/2024,08:45:00 -0300,0,663,4.307,166,,,,,5,11
05/27/2024,08:50:00 -0300,0,657,4.308,154,,,,,5,10
05/27/2024,08:55:00 -0300,0,629,4.304,153,,,,,5,10
05/27/2024,09:00:00 -0300,0,613,4.307,163,,,,,5,10
05/27/2024,09:05:00 -0300,0,456,4.304,160,,,,,5,8
05/27/2024,09:10:00 -0300,0,617,4.307,163,,,,,5,8
05/27/2024,09:15:00 -0300,0,691,4.29,190,,,,,5,8
05/27/2024,09:20:00 -0300,0,664,4.301,201,,,,,6,10
05/27/2024,09:25:00 -0300,0,657,4.305,239,,,,,4,7
05/27/2024,09:30:00 -0300,0,667,4.308,156,,,,,2,7
05/27/2024,09:35:00 -0300,0,672,4.298,152,,,,,4,7
05/27/2024,09:40:00 -0300,0,687,4.307,154,,,,,5,12
05/27/2024,09:45:00 -0300,0,699,4.296,132,,,,,5,10
05/27/2024,09:50:00 -0300,0,711,4.304,136,,,,,4,11
05/27/2024,09:55:00 -0300,0,721,4.308,159,,,,,5,10
05/27/2024,10:00:00 -0300,0,726,4.287,149,,,,,5,8
05/27/2024,10:05:00 -0300,0,747,4.296,164,,,,,5,10
05/27/2024,10:10:00 -0300,0,753,4.308,164,,,,,6,10
05/27/2024,10:15:00 -0300,0,768,4.299,93,,,,,6,11
05/27/2024,10:20:00 -0300,0,773,4.305,46,,,,,7,14
05/27/2024,10:25:00 -0300,0,781,4.295,69,,,,,7,13
05/27/2024,10:30:00 -0300,0,789,4.289,53,,,,,7,13
05/27/2024,10:35:00 -0300,0,799,4.305,55,,,,,10,14
05/27/2024,10:40:00 -0300,0,808,4.305,58,,,,,8,17
05/27/2024,10:45:00 -0300,0,818,4.298,56,,,,,10,19
05/27/2024,10:50:00 -0300,0,829,4.305,58,,,,,11,18
05/27/2024,10:55:00 -0300,0,837,4.31,62,,,,,12,20
05/27/2024,11:00:00 -0300,0,851,4.292,44,,,,,12,18
05/27/2024,11:05:00 -0300,0,751,4.298,38,,,,,11,14
05/27/2024,11:10:00 -0300,0,866,4.308,48,,,,,11,17
05/27/2024,11:15:00 -0300,0,869,4.301,59,,,,,13,17
05/27/2024,11:20:00 -0300,0,877,4.307,49,,,,,11,16
05/27/2024,11:25:00 -0300,0,867,4.31,45,,,,,11,17
05/27/2024,11:30:00 -0300,0,886,4.296,60,,,,,12,17
05/27/2024,11:35:00 -0300,0,903,4.302,58,,,,,12,19
05/27/2024,11:40:00 -0300,0,906,4.307,51,,,,,12,17
05/27/2024,11:45:00 -0300,0,917,4.296,55,,,,,12,18
05/27/2024,11:50:00 -0300,0,893,4.307,48,,,,,13,19
05/27/2024,11:55:00 -0300,0,912,4.31,52,,,,,10,17
05/27/2024,12:00:00 -0300,0,921,4.304,52,,,,,13,20
05/27/2024,12:05:00 -0300,0,931,4.305,39,,,,,12,18
05/27/2024,12:10:00 -0300,0,932,4.299,45,,,,,13,19
05/27/2024,12:15:00 -0300,0,932,4.29,51,,,,,13,22
05/27/2024,12:20:00 -0300,0,953,4.307,46,,,,,13,20
05/27/2024,12:25:00 -0300,0,908,4.307,42,,,,,12,20
05/27/2024,12:30:00 -0300,0,911,4.299,58,,,,,14,23
05/27/2024,12:35:00 -0300,0,867,4.305,56,,,,,14,23
05/27/2024,12:40:00 -0300,0,892,4.31,46,,,,,13,23
05/27/2024,12:45:00 -0300,0,881,4.302,58,,,,,13,20
05/27/2024,12:50:00 -0300,0,897,4.305,59,,,,,13,18
05/27/2024,12:55:00 -0300,0,883,4.299,46,,,,,12,20
05/27/2024,13:00:00 -0300,0,757,4.292,58,,,,,12,19
05/27/2024,13:05:00 -0300,0,931,4.305,53,,,,,14,24
05/27/2024,13:10:00 -0300,0,872,4.31,49,,,,,14,23
05/27/2024,13:15:00 -0300,0,808,4.29,48,,,,,12,18
05/27/2024,13:20:00 -0300,0,854,4.299,52,,,,,13,22
05/27/2024,13:25:00 -0300,0,857,4.307,45,,,,,11,20
05/27/2024,13:30:00 -0300,0,843,4.301,39,,,,,12,19
05/27/2024,13:35:00 -0300,0,868,4.305,45,,,,,12,20
05/27/2024,13:40:00 -0300,0,852,4.31,49,,,,,12,20
05/27/2024,13:45:00 -0300,0,864,4.304,49,,,,,13,19
05/27/2024,13:50:00 -0300,0,834,4.319,48,,,,,13,22
05/27/2024,13:55:00 -0300,0,806,4.311,52,,,,,14,23
05/27/2024,14:00:00 -0300,0,797,4.299,42,,,,,13,22
05/27/2024,14:05:00 -0300,0,863,4.299,44,,,,,13,23
05/27/2024,14:10:00 -0300,0,868,4.305,48,,,,,16,24
05/27/2024,14:15:00 -0300,0,854,4.298,53,,,,,14,22
05/27/2024,14:20:00 -0300,0,874,4.307,48,,,,,11,19
05/27/2024,14:25:00 -0300,0,833,4.31,49,,,,,13,23
05/27/2024,14:30:00 -0300,0,772,4.299,58,,,,,14,22
05/27/2024,14:35:00 -0300,0,849,4.308,52,,,,,13,25
05/27/2024,14:40:00 -0300,0,729,4.31,48,,,,,14,20
05/27/2024,14:45:00 -0300,0,677,4.302,49,,,,,12,18
05/27/2024,14:50:00 -0300,0,687,4.319,42,,,,,10,17
05/27/2024,14:55:00 -0300,0,724,4.313,55,,,,,7,13
05/27/2024,15:00:00 -0300,0,734,4.308,91,,,,,8,16
05/27/2024,15:05:00 -0300,0,717,4.307,121,,,,,5,10
05/27/2024,15:10:00 -0300,0,624,4.31,124,,,,,8,13
05/27/2024,15:15:00 -0300,0,689,4.302,115,,,,,8,14
05/27/2024,15:20:00 -0300,0,716,4.319,122,,,,,6,13
05/27/2024,15:25:00 -0300,0,747,4.299,117,,,,,8,14
05/27/2024,15:30:00 -0300,0,661,4.293,104,,,,,8,17
05/27/2024,15:35:00 -0300,0,557,4.307,125,,,,,6,14
05/27/2024,15:40:00 -0300,0,501,4.311,112,,,,,8,16
05/27/2024,15:45:00 -0300,0,468,4.307,129,,,,,6,13
05/27/2024,15:50:00 -0300,0,489,4.305,121,,,,,6,10
05/27/2024,15:55:00 -0300,0,538,4.301,145,,,,,6,14
05/27/2024,16:00:00 -0300,0,593,4.293,156,,,,,6,12
05/27/2024,16:05:00 -0300,0,633,4.307,146,,,,,7,16
05/27/2024,16:10:00 -0300,0,583,4.31,122,,,,,6,17
05/27/2024,16:15:00 -0300,0,506,4.302,133,,,,,7,17
05/27/2024,16:20:00 -0300,0,532,4.319,126,,,,,6,11
05/27/2024,16:25:00 -0300,0,568,4.301,142,,,,,10,17
05/27/2024,16:30:00 -0300,0,571,4.304,153,,,,,7,14
05/27/2024,16:35:00 -0300,0,513,4.308,163,,,,,7,13
05/27/2024,16:40:00 -0300,0,579,4.311,160,,,,,8,18
05/27/2024,16:45:00 -0300,0,504,4.308,138,,,,,7,12
05/27/2024,16:50:00 -0300,0,509,4.307,171,,,,,10,17
05/27/2024,16:55:00 -0300,0,471,4.311,166,,,,,8,17
05/27/2024,17:00:00 -0300,0,447,4.304,173,,,,,10,18
05/27/2024,17:05:00 -0300,0,439,4.319,175,,,,,8,16
05/27/2024,17:10:00 -0300,0,429,4.301,168,,,,,8,16
05/27/2024,17:15:00 -0300,0,467,4.295,173,,,,,8,16
05/27/2024,17:20:00 -0300,0,547,4.307,168,,,,,10,18
05/27/2024,17:25:00 -0300,0,496,4.311,159,,,,,10,16
05/27/2024,17:30:00 -0300,0,443,4.308,168,,,,,10,18
05/27/2024,17:35:00 -0300,0,438,4.305,181,,,,,10,14
05/27/2024,17:40:00 -0300,0,427,4.307,180,,,,,7,16
05/27/2024,17:45:00 -0300,0,448,4.301,180,,,,,8,17
05/27/2024,17:50:00 -0300,0,421,4.307,167,,,,,10,18
05/27/2024,17:55:00 -0300,0,423,4.31,157,,,,,7,14
05/27/2024,18:00:00 -0300,0,419,4.304,161,,,,,8,16
05/27/2024,18:05:00 -0300,0,401,4.319,166,,,,,8,16
05/27/2024,18:10:00 -0300,0,304,4.299,163,,,,,7,13
05/27/2024,18:15:00 -0300,0,351,4.295,157,,,,,8,16
05/27/2024,18:20:00 -0300,0,241,4.302,156,,,,,10,19
05/27/2024,18:25:00 -0300,0,191,4.304,152,,,,,7,14
05/27/2024,18:30:00 -0300,0,271,4.299,146,,,,,8,17
05/27/2024,18:35:00 -0300,0,286,4.299,154,,,,,7,14
05/27/2024,18:40:00 -0300,0,264,4.308,160,,,,,8,18
05/27/2024,18:45:00 -0300,0,273,4.295,150,,,,,8,16
05/27/2024,18:50:00 -0300,0,213,4.299,154,,,,,8,18
05/27/2024,18:55:00 -0300,0,197,4.311,154,,,,,8,14
05/27/2024,19:00:00 -0300,0,183,4.305,157,,,,,8,20
05/27/2024,19:05:00 -0300,0,184,4.302,160,,,,,10,18
05/27/2024,19:10:00 -0300,0,197,4.296,154,,,,,10,22
05/27/2024,19:15:00 -0300,0,179,4.289,163,,,,,11,20
05/27/2024,19:20:00 -0300,0,144,4.295,159,,,,,8,19
05/27/2024,19:25:00 -0300,0,104,4.296,170,,,,,11,20
05/27/2024,19:30:00 -0300,0,106,4.287,168,,,,,10,18
05/27/2024,19:35:00 -0300,0,74,4.296,168,,,,,10,20
05/27/2024,19:40:00 -0300,0,91,4.304,167,,,,,10,18
05/27/2024,19:45:00 -0300,0,126,4.287,168,,,,,11,18
05/27/2024,19:50:00 -0300,0,93,4.293,163,,,,,10,17
05/27/2024,19:55:00 -0300,0,68,4.304,163,,,,,10,18
05/27/2024,20:00:00 -0300,0,64,4.289,153,,,,,8,16
05/27/2024,20:05:00 -0300,0,43,4.295,153,,,,,7,14
05/27/2024,20:10:00 -0300,0,31,4.292,161,,,,,7,14
05/27/2024,20:15:00 -0300,0,23,4.29,159,,,,,7,13
05/27/2024,20:20:00 -0300,0,18,4.293,157,,,,,7,12
05/27/2024,20:25:00 -0300,0,14,4.293,164,,,,,8,16
05/27/2024,20:30:00 -0300,0,11,4.281,167,,,,,8,17
05/27/2024,20:35:00 -0300,0,8,4.275,171,,,,,7,14
05/27/2024,20:40:00 -0300,0,6,4.272,168,,,,,7,12
05/27/2024,20:45:00 -0300,0,3,4.265,164,,,,,7,12
05/27/2024,20:50:00 -0300,0,2,4.259,154,,,,,6,12
05/27/2024,20:55:00 -0300,0,1,4.257,149,,,,,6,12
05/27/2024,21:00:00 -0300,0,1,4.245,140,,,,,6,12
