Date,Time,"Solar Radiation (S-LIB 21038195:21025504-1),W/m²,Tracadie Wharf","Rain (S-RGB 21038195:21038368-1),mm,Tracadie Wharf","Wind Direction (S-WCF 21038195:21038454-3),°,Tracadie Wharf","Temperature (S-TMB 21038195:21098956-1),°C,Tracadie Wharf","Battery (RX3000 BATTERY 21038195:21038195-B),V,Tracadie Wharf","Barometric Pressure (M-BP 21038195:21548412-1),kPa,Tracadie Wharf","Water Pressure (M-WP04 21038195:21558158-1),kPa,Tracadie Wharf","Diff Pressure (M-DP04 21038195:21558158-2),kPa,Tracadie Wharf","Water Temperature (M-WT 21038195:21558158-3),°C,Tracadie Wharf","Water Level (M-WL04 21038195:21558158-4),meters,Tracadie Wharf","Accumulated Rain (C-ACC-RAIN 21038195:21038368-2),mm,Tracadie Wharf,Tracadie Harbour","Average wind speed (S-WCF 21038195:21038454-1),Km/h,Tracadie Wharf","Wind gust  speed (S-WCF 21038195:21038454-2),Km/h,Tracadie Wharf"
12/01/2024,06:04:00 -0400,1,0,170,-2.25,,,,,,,,11,14
12/01/2024,06:06:00 -0400,1,0,173,-2.25,,,,,,,,11,13
12/01/2024,06:08:00 -0400,1,0,175,-2.13,4.187,101.21,105.915,4.705,2.95,-0.4467,,12,14
12/01/2024,06:10:00 -0400,1,0,174,-2.1,,,,,,,,11,14
12/01/2024,06:12:00 -0400,1,0,177,-2.07,,,,,,,,8,12
12/01/2024,06:13:00 -0400,,,,,4.185,101.213,105.945,4.732,2.85,-0.44404,,,
12/01/2024,06:14:00 -0400,1,0,180,-2.02,,,,,,,,11,14
12/01/2024,06:16:00 -0400,1,0,181,-1.99,,,,,,,,11,13
12/01/2024,06:18:00 -0400,1,0,184,-1.93,4.193,101.22,105.995,4.775,2.95,-0.43979,,10,12
12/01/2024,06:20:00 -0400,1,0,183,-1.99,,,,,,,,10,13
12/01/2024,06:22:00 -0400,1,0,181,-1.96,,,,,,,,11,13
12/01/2024,06:23:00 -0400,,,,,4.181,101.222,106.031,4.809,3.06,-0.43636,,,
12/01/2024,06:24:00 -0400,1,0,183,-1.99,,,,,,,,8,13
12/01/2024,06:26:00 -0400,1,0,181,-1.99,,,,,,,,10,12
12/01/2024,06:28:00 -0400,1,0,185,-1.96,4.187,101.222,106.097,4.875,3.38,-0.42985,,11,13
12/01/2024,06:30:00 -0400,1,0,185,-1.96,,,,,,,,10,11
12/01/2024,06:32:00 -0400,1,0,188,-1.84,,,,,,,,11,17
12/01/2024,06:33:00 -0400,,,,,4.191,101.226,106.102,4.876,3.48,-0.42969,,,
12/01/2024,06:34:00 -0400,1,0,188,-1.7,,,,,,,,12,17
12/01/2024,06:36:00 -0400,1,0,190,-1.64,,,,,,,,12,17
12/01/2024,06:38:00 -0400,1,0,194,-1.67,4.182,101.229,106.103,4.874,3.59,-0.42986,,11,13
12/01/2024,06:40:00 -0400,1,0,192,-1.58,,,,,,,,11,14
12/01/2024,06:42:00 -0400,1,0,194,-1.53,,,,,,,,12,16
12/01/2024,06:43:00 -0400,,,,,4.185,101.234,106.214,4.98,3.59,-0.41938,,,
12/01/2024,06:44:00 -0400,1,0,191,-1.56,,,,,,,,12,16
12/01/2024,06:46:00 -0400,1,0,190,-1.5,,,,,,,,13,17
12/01/2024,06:48:00 -0400,1,0,188,-1.47,4.19,101.233,106.251,5.018,3.38,-0.41557,,12,17
12/01/2024,06:50:00 -0400,1,0,191,-1.41,,,,,,,,12,17
12/01/2024,06:52:00 -0400,1,0,190,-1.33,,,,,,,,13,17
12/01/2024,06:53:00 -0400,,,,,4.181,101.238,106.281,5.043,3.27,-0.41311,,,
12/01/2024,06:54:00 -0400,1,0,190,-1.33,,,,,,,,12,14
12/01/2024,06:56:00 -0400,1,0,188,-1.36,,,,,,,,13,17
12/01/2024,06:58:00 -0400,1,0,187,-1.38,4.184,101.244,106.379,5.135,3.38,-0.40392,,12,16
12/01/2024,07:00:00 -0400,1,0,194,-1.41,,,,,,,,11,14
12/01/2024,07:02:00 -0400,1,0,191,-1.47,,,,,,,,11,14
12/01/2024,07:03:00 -0400,,,,,4.188,101.251,106.447,5.196,3.48,-0.39791,,,
12/01/2024,07:04:00 -0400,1,0,197,-1.44,,,,,,,,10,14
12/01/2024,07:06:00 -0400,1,0,195,-1.38,,,,,,,,10,12
12/01/2024,07:08:00 -0400,1,0,195,-1.38,4.187,101.252,106.464,5.212,3.48,-0.39625,,10,13
12/01/2024,07:10:00 -0400,1,0,197,-1.41,,,,,,,,8,11
12/01/2024,07:12:00 -0400,1,0,198,-1.41,,,,,,,,8,11
